state,date,cases,Population,deaths,EmergDec_x,EmergDec_y,SchoolClose,GathRestrict25,GathRestrictAny,OtherBusinessClose,RestaurantRestrict,GathRestrict10,CaseIsolation,StayAtHome,PublicMask,Quarantine,NEBusinessClose,TravelRestrictIntra,GathRestrict50,BusinessHealthSafety,GathRestrict250,GathRecomAny,GathRestrict1000,TravelRestrictExit,TravelRestrictEntry,GathRestrict100,GathRestrict5,GathRestrict500,sub_region_1,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,mobility_score
Montana,2020-04-09,354,1068778,6,58,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Montana,-35.0,-6.0,78.0,-33.0,-43.0,14.0,4426.0
Virginia,2020-02-04,0,8535519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7205.0
Alaska,2020-01-29,0,731545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6029.0
Maine,2020-02-26,0,1344212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maine,12.0,9.0,8.0,12.0,2.0,-1.0,9928.0
American Samoa,2020-02-04,0,55641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1385.0
Wyoming,2020-01-30,0,578759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4482.0
Arkansas,2020-04-10,1171,3017804,21,77,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Arkansas,-25.0,2.0,62.0,-30.0,-43.0,15.0,6697.0
Louisiana,2020-04-11,20014,4648794,806,66,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Louisiana,-45.0,-2.0,-35.0,-54.0,-36.0,14.0,5167.0
Mississippi,2020-04-16,3624,2976149,129,84,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Mississippi,-19.0,-2.0,2.0,-21.0,-38.0,15.0,7682.0
Alaska,2020-04-30,355,731545,9,31,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Alaska,-16.0,0.0,44.0,-39.0,-37.0,14.0,5019.0
Nebraska,2020-03-05,0,1934408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,8.0,6.0,23.0,8.0,1.0,-1.0,5954.0
New Jersey,2020-05-09,137397,8882190,9116,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,New Jersey,-50.0,-5.0,5.0,-58.0,-34.0,15.0,4068.0
Virginia,2020-04-19,8542,8535519,277,135,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Virginia,-40.0,-15.0,22.0,-53.0,-36.0,11.0,4680.0
Idaho,2020-04-03,891,1787065,9,46,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Idaho,-39.0,-9.0,20.0,-33.0,-45.0,18.0,5057.0
Colorado,2020-05-04,16918,5758736,851,66,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Colorado,-27.0,-8.0,31.0,-46.0,-44.0,16.0,5583.0
Northern Mariana Islands,2020-02-10,0,55144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3442.0
Washington,2020-04-01,5608,7614893,234,41,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Washington,-40.0,-12.0,18.0,-56.0,-58.0,22.0,5274.0
Northern Mariana Islands,2020-05-08,15,55144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2401.0
Alabama,2020-05-02,7611,4903185,288,69,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Alabama,-21.0,8.0,61.0,-11.0,-20.0,6.0,8320.0
Guam,2020-02-02,0,164229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5437.0
Alaska,2020-03-21,13,731545,0,31,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Alaska,-37.0,-1.0,1.0,-25.0,-20.0,8.0,5324.0
Kansas,2020-03-29,330,2913314,7,107,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Kansas,-36.0,-14.0,72.0,-20.0,-30.0,9.0,3776.0
Louisiana,2020-03-30,4025,4648794,185,66,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Louisiana,-40.0,-17.0,-23.0,-45.0,-42.0,17.0,6205.0
Oregon,2020-04-20,1957,4217737,75,38,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Oregon,-31.0,-11.0,47.0,-40.0,-46.0,15.0,4693.0
North Dakota,2020-02-17,0,762062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Dakota,9.0,-3.0,4.0,1.0,-21.0,5.0,5935.0
California,2020-01-26,2,39512223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6218.0
Montana,2020-03-06,0,1068778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Montana,9.0,7.0,30.0,8.0,2.0,-1.0,6157.0
Nevada,2020-04-16,3214,3080156,137,19,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Nevada,-40.0,-14.0,-36.0,-54.0,-53.0,20.0,5347.0
Hawaii,2020-04-04,351,1415872,3,7,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Hawaii,-55.0,-29.0,-63.0,-73.0,-45.0,18.0,3920.0
Idaho,2020-02-21,0,1787065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Idaho,4.0,2.0,22.0,7.0,3.0,-1.0,7001.0
Kentucky,2020-03-02,0,4467673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kentucky,8.0,6.0,-7.0,-1.0,2.0,1.0,7066.0
South Dakota,2020-02-19,0,884659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Dakota,-5.0,-1.0,-4.0,1.0,1.0,1.0,5836.0
Utah,2020-04-10,2103,3205958,17,37,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Utah,-37.0,-2.0,58.0,-46.0,-50.0,20.0,5377.0
Oregon,2020-04-25,2253,4217737,87,38,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Oregon,-43.0,-13.0,11.0,-37.0,-33.0,11.0,4466.0
Florida,2020-04-23,29648,21477737,987,69,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Florida,-43.0,-21.0,-47.0,-55.0,-47.0,20.0,6340.0
Illinois,2020-02-13,2,12671821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5874.0
Georgia,2020-01-24,0,10617423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8794.0
North Dakota,2020-04-02,159,762062,3,55,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,North Dakota,-55.0,-24.0,-42.0,-42.0,-40.0,22.0,4521.0
Arizona,2020-02-07,1,7278717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7760.0
Wisconsin,2020-04-26,5912,5822434,272,74,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Wisconsin,-33.0,-9.0,183.0,-29.0,-29.0,7.0,4992.0
Louisiana,2020-02-14,0,4648794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7887.0
Maine,2020-04-30,1095,1344212,53,18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Maine,-33.0,-7.0,10.0,-43.0,-42.0,17.0,8005.0
Northern Mariana Islands,2020-04-16,13,55144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2612.0
Puerto Rico,2020-03-23,31,2933408,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3168.0
South Carolina,2020-02-27,0,5148714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Carolina,13.0,5.0,9.0,13.0,2.0,-1.0,8393.0
Massachusetts,2020-05-05,70271,6892503,4212,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Massachusetts,-36.0,-13.0,27.0,-65.0,-56.0,22.0,4114.0
Michigan,2020-03-14,25,9986857,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Michigan,-13.0,13.0,16.0,-5.0,2.0,4.0,6676.0
Puerto Rico,2020-04-29,1433,2933408,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3793.0
Virginia,2020-02-26,0,8535519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,7.0,4.0,7.0,6.0,2.0,-1.0,7492.0
Wisconsin,2020-03-29,1164,5822434,18,74,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Wisconsin,-55.0,-30.0,-12.0,-50.0,-34.0,13.0,4278.0
Arkansas,2020-03-15,3,3017804,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Arkansas,-5.0,14.0,-4.0,1.0,-4.0,3.0,6426.0
Guam,2020-04-04,93,164229,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5833.0
New Mexico,2020-03-30,237,2096829,2,35,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,New Mexico,-37.0,-12.0,-9.0,-30.0,-45.0,16.0,5287.0
Colorado,2020-04-08,5655,5758736,193,66,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Colorado,-41.0,-17.0,22.0,-54.0,-55.0,21.0,5141.0
Puerto Rico,2020-01-23,0,2933408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6030.0
Montana,2020-04-01,208,1068778,6,58,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Montana,-47.0,-18.0,-22.0,-37.0,-44.0,18.0,4112.0
Vermont,2020-04-03,389,623989,17,16,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Vermont,-54.0,-29.0,-37.0,-63.0,-56.0,26.0,6892.0
Wisconsin,2020-04-06,2449,5822434,78,74,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Wisconsin,-45.0,-18.0,49.0,-35.0,-44.0,19.0,5300.0
Oklahoma,2020-01-22,0,3956971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7534.0
District of Columbia,2020-03-29,342,705749,5,3,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,District of Columbia,-64.0,-30.0,-41.0,-68.0,-47.0,14.0,4666.0
District of Columbia,2020-05-01,4658,705749,231,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,District of Columbia,-59.0,-23.0,-56.0,-74.0,-66.0,27.0,3761.0
New Jersey,2020-05-10,138754,8882190,9256,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,,,,,,,1341.0
Nebraska,2020-01-22,0,1934408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6155.0
Mississippi,2020-04-06,1738,2976149,51,84,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Mississippi,-32.0,-8.0,-8.0,-30.0,-40.0,15.0,7067.0
District of Columbia,2020-04-06,1097,705749,24,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,District of Columbia,-60.0,-33.0,-51.0,-75.0,-68.0,28.0,4583.0
Nevada,2020-04-09,2456,3080156,81,19,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Nevada,-43.0,-17.0,-45.0,-57.0,-56.0,22.0,5399.0
Idaho,2020-04-11,1396,1787065,25,46,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Idaho,-40.0,0.0,12.0,-35.0,-34.0,11.0,4521.0
Ohio,2020-04-29,17303,11689100,937,90,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Ohio,-28.0,-8.0,22.0,-26.0,-46.0,18.0,5583.0
Idaho,2020-02-22,0,1787065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Idaho,6.0,6.0,40.0,9.0,2.0,-1.0,7425.0
Massachusetts,2020-04-26,54938,6892503,2899,17,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Massachusetts,-53.0,-32.0,-34.0,-71.0,-42.0,15.0,3748.0
Montana,2020-02-10,0,1068778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5658.0
Arizona,2020-04-17,4511,7278717,183,17,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Arizona,-37.0,-15.0,-19.0,-39.0,-46.0,19.0,6652.0
Delaware,2020-03-26,130,973764,1,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Delaware,-38.0,-18.0,51.0,-41.0,-45.0,18.0,6063.0
Idaho,2020-05-04,2106,1787065,64,46,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Idaho,-10.0,4.0,121.0,-14.0,-31.0,8.0,5311.0
New Hampshire,2020-04-21,1490,1359711,42,12,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New Hampshire,-38.0,-17.0,-5.0,-49.0,-48.0,21.0,6363.0
North Dakota,2020-04-11,293,762062,7,55,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,North Dakota,-48.0,1.0,-18.0,-43.0,-28.0,15.0,4076.0
Guam,2020-01-29,0,164229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5876.0
New Mexico,2020-01-29,0,2096829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6699.0
Puerto Rico,2020-03-27,79,2933408,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3358.0
Missouri,2020-03-13,4,6626371,0,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Missouri,12.0,24.0,37.0,6.0,10.0,0.0,7785.0
South Dakota,2020-04-13,868,884659,6,68,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,South Dakota,-41.0,-14.0,-18.0,-30.0,-39.0,18.0,4826.0
District of Columbia,2020-04-20,2927,705749,105,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,District of Columbia,-62.0,-34.0,-55.0,-76.0,-68.0,28.0,4524.0
Florida,2020-02-27,0,21477737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,8.0,6.0,2.0,7.0,2.0,-1.0,7634.0
Pennsylvania,2020-03-06,2,12801989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,1.0,0.0,-7.0,-1.0,1.0,1.0,6211.0
Mississippi,2020-04-09,2260,2976149,76,84,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Mississippi,-30.0,-4.0,-2.0,-27.0,-42.0,17.0,7447.0
Washington,2020-05-06,15905,7614893,870,41,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Washington,-32.0,-5.0,36.0,-49.0,-50.0,18.0,5807.0
Georgia,2020-05-03,28665,10617423,1184,161,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Georgia,-26.0,-4.0,39.0,-47.0,-30.0,8.0,6591.0
Ohio,2020-03-25,704,11689100,11,90,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Ohio,-43.0,-18.0,101.0,-27.0,-48.0,19.0,5364.0
Tennessee,2020-02-18,0,6829174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee,-3.0,-3.0,-11.0,-1.0,1.0,1.0,8528.0
Oregon,2020-03-22,161,4217737,5,38,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Oregon,-37.0,-9.0,48.0,-31.0,-30.0,8.0,4626.0
Texas,2020-02-16,0,28995881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,8.0,3.0,20.0,4.0,1.0,-1.0,7535.0
Utah,2020-04-01,888,3205958,5,37,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Utah,-34.0,-7.0,39.0,-40.0,-49.0,19.0,5417.0
Arkansas,2020-02-17,0,3017804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arkansas,1.0,-2.0,7.0,-1.0,-16.0,5.0,7940.0
New Hampshire,2020-04-04,540,1359711,7,12,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New Hampshire,-48.0,-21.0,18.0,-49.0,-36.0,14.0,5080.0
Maryland,2020-04-07,4371,6045680,103,26,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Maryland,-41.0,-21.0,7.0,-57.0,-56.0,25.0,5210.0
North Carolina,2020-03-27,887,10488084,4,102,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,North Carolina,-35.0,-6.0,38.0,-45.0,-39.0,16.0,6924.0
Illinois,2020-02-10,2,12671821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6318.0
Virginia,2020-03-18,79,8535519,2,135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Virginia,-21.0,5.0,26.0,-30.0,-33.0,13.0,6593.0
Iowa,2020-02-03,0,3155070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5922.0
Rhode Island,2020-03-10,3,1059361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rhode Island,8.0,2.0,65.0,-6.0,0.0,0.0,4995.0
Arkansas,2020-03-20,100,3017804,0,77,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Arkansas,-23.0,12.0,30.0,-13.0,-26.0,11.0,7476.0
Georgia,2020-03-18,197,10617423,3,161,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Georgia,-18.0,7.0,24.0,-24.0,-29.0,12.0,8274.0
North Carolina,2020-03-13,17,10488084,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,North Carolina,5.0,24.0,37.0,-4.0,-3.0,0.0,8561.0
South Dakota,2020-02-01,0,884659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7547.0
Rhode Island,2020-02-05,0,1059361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5378.0
New Jersey,2020-02-03,0,8882190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5793.0
Louisiana,2020-01-26,0,4648794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6747.0
Alaska,2020-01-31,0,731545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6247.0
Mississippi,2020-01-31,0,2976149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,9775.0
Maryland,2020-02-03,0,6045680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7887.0
Vermont,2020-04-24,827,623989,44,16,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Vermont,-46.0,-26.0,7.0,-53.0,-53.0,22.0,7241.0
Colorado,2020-03-19,277,5758736,4,66,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Colorado,-46.0,-12.0,-52.0,-57.0,-47.0,22.0,6616.0
Tennessee,2020-02-17,0,6829174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee,6.0,-2.0,46.0,4.0,-15.0,4.0,9192.0
Oklahoma,2020-01-27,0,3956971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7480.0
Nebraska,2020-03-28,96,1934408,2,95,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Nebraska,-44.0,-13.0,-18.0,-24.0,-21.0,13.0,4365.0
Kentucky,2020-05-02,4879,4467673,248,122,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Kentucky,-24.0,11.0,174.0,-12.0,-26.0,6.0,6284.0
Massachusetts,2020-04-04,11736,6892503,216,17,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Massachusetts,-53.0,-19.0,29.0,-64.0,-43.0,16.0,3676.0
Minnesota,2020-03-03,0,5639632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,10.0,7.0,20.0,3.0,1.0,0.0,7969.0
Missouri,2020-04-09,3432,6626371,93,118,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Missouri,-39.0,-6.0,19.0,-34.0,-48.0,19.0,5798.0
North Carolina,2020-03-16,39,10488084,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,North Carolina,-4.0,21.0,22.0,-15.0,-15.0,5.0,8064.0
Connecticut,2020-04-02,3824,3565287,112,10,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Connecticut,-44.0,-12.0,-3.0,-54.0,-51.0,23.0,4374.0
Northern Mariana Islands,2020-04-17,13,55144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2007.0
New Hampshire,2020-05-06,2741,1359711,92,12,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,New Hampshire,-24.0,-5.0,56.0,-35.0,-44.0,18.0,6803.0
Colorado,2020-02-19,0,5758736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,-6.0,-4.0,-21.0,-2.0,0.0,2.0,7199.0
California,2020-04-20,33686,39512223,1225,60,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,California,-54.0,-19.0,-34.0,-53.0,-50.0,21.0,4964.0
Nebraska,2020-04-24,2424,1934408,50,95,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Nebraska,-30.0,-5.0,20.0,-16.0,-41.0,18.0,5232.0
Florida,2020-03-30,5473,21477737,63,69,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Florida,-42.0,-22.0,-42.0,-55.0,-43.0,17.0,6486.0
Vermont,2020-03-21,49,623989,2,16,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Vermont,-46.0,-19.0,9.0,-44.0,-30.0,11.0,7632.0
Kansas,2020-04-19,1905,2913314,93,107,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Kansas,-30.0,-15.0,72.0,-23.0,-31.0,8.0,4180.0
Iowa,2020-04-17,2332,3155070,64,101,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Iowa,-36.0,-3.0,27.0,-26.0,-39.0,17.0,5387.0
Tennessee,2020-01-28,0,6829174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8750.0
California,2020-04-22,37344,39512223,1421,60,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,California,-53.0,-16.0,-25.0,-52.0,-51.0,22.0,5299.0
Kentucky,2020-02-03,0,4467673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7581.0
Oklahoma,2020-01-30,0,3956971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7759.0
West Virginia,2020-04-13,611,1792147,8,57,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,West Virginia,-39.0,-19.0,-23.0,-35.0,-44.0,17.0,6201.0
Wyoming,2020-03-29,86,578759,0,25,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Wyoming,-37.0,-13.0,29.0,-14.0,-29.0,8.0,4237.0
Virginia,2020-04-06,2878,8535519,66,135,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Virginia,-38.0,-15.0,18.0,-54.0,-48.0,20.0,5376.0
