state,date,cases,Population,deaths,EmergDec_x,EmergDec_y,SchoolClose,GathRestrict25,GathRestrictAny,OtherBusinessClose,RestaurantRestrict,GathRestrict10,CaseIsolation,StayAtHome,PublicMask,Quarantine,NEBusinessClose,TravelRestrictIntra,GathRestrict50,BusinessHealthSafety,GathRestrict250,GathRecomAny,GathRestrict1000,TravelRestrictExit,TravelRestrictEntry,GathRestrict100,GathRestrict5,GathRestrict500,sub_region_1,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,mobility_score
Michigan,2020-02-09,0,9986857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6846.0
Oregon,2020-03-01,1,4217737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oregon,17.0,9.0,23.0,9.0,3.0,-1.0,5716.0
Illinois,2020-01-27,1,12671821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6194.0
Minnesota,2020-02-04,0,5639632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7996.0
American Samoa,2020-03-16,0,55641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2574.0
Montana,2020-03-17,8,1068778,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Montana,-19.0,16.0,28.0,0.0,-22.0,7.0,5321.0
Hawaii,2020-04-02,256,1415872,1,7,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Hawaii,-50.0,-27.0,-63.0,-69.0,-49.0,23.0,4677.0
Northern Mariana Islands,2020-03-10,0,55144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3438.0
Montana,2020-05-02,455,1068778,16,58,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Montana,-23.0,15.0,93.0,-13.0,-25.0,4.0,4832.0
Mississippi,2020-02-06,0,2976149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,9210.0
Mississippi,2020-03-05,0,2976149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mississippi,16.0,10.0,21.0,10.0,2.0,-1.0,8960.0
California,2020-03-09,101,39512223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,3.0,6.0,12.0,-7.0,1.0,1.0,5900.0
South Carolina,2020-01-26,0,5148714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7592.0
Hawaii,2020-03-11,2,1415872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Hawaii,-2.0,1.0,4.0,-6.0,0.0,1.0,6511.0
Minnesota,2020-04-19,2356,5639632,134,89,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Minnesota,-39.0,-13.0,92.0,-55.0,-34.0,10.0,5023.0
Ohio,2020-04-10,5878,11689100,231,90,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Ohio,-41.0,-10.0,14.0,-36.0,-56.0,24.0,5117.0
Alabama,2020-03-06,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alabama,9.0,4.0,29.0,10.0,2.0,-1.0,9181.0
Arizona,2020-04-03,1769,7278717,44,17,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Arizona,-38.0,-13.0,-21.0,-41.0,-46.0,19.0,6339.0
Massachusetts,2020-03-21,523,6892503,1,17,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Massachusetts,-42.0,-5.0,71.0,-50.0,-30.0,12.0,4354.0
Louisiana,2020-03-01,0,4648794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louisiana,16.0,12.0,31.0,15.0,3.0,-2.0,6647.0
Ohio,2020-03-26,868,11689100,15,90,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Ohio,-42.0,-15.0,103.0,-29.0,-48.0,20.0,5463.0
Alabama,2020-05-01,7294,4903185,289,69,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Alabama,-16.0,6.0,39.0,-17.0,-36.0,13.0,8458.0
Indiana,2020-02-26,0,6732219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana,1.0,-3.0,-7.0,2.0,-1.0,2.0,7158.0
New Hampshire,2020-05-07,2843,1359711,114,12,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,New Hampshire,-25.0,-3.0,91.0,-33.0,-43.0,18.0,6427.0
South Carolina,2020-03-07,2,5148714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Carolina,11.0,7.0,53.0,18.0,3.0,-2.0,9015.0
Guam,2020-05-01,145,164229,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5894.0
Illinois,2020-03-26,2538,12671821,26,104,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Illinois,-47.0,-15.0,-28.0,-55.0,-50.0,22.0,5486.0
Missouri,2020-04-22,6277,6626371,238,118,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Missouri,-28.0,-7.0,-1.0,-26.0,-44.0,15.0,6361.0
Rhode Island,2020-02-04,0,1059361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5211.0
Oklahoma,2020-04-22,2894,3956971,170,79,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Oklahoma,-28.0,-9.0,-15.0,-21.0,-42.0,17.0,6494.0
New Hampshire,2020-03-13,6,1359711,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,New Hampshire,-1.0,31.0,-23.0,-13.0,-3.0,4.0,7995.0
Nevada,2020-04-12,2836,3080156,112,19,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Nevada,-61.0,-32.0,-48.0,-64.0,-56.0,14.0,4063.0
Tennessee,2020-03-23,614,6829174,2,97,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Tennessee,-32.0,-2.0,-16.0,-27.0,-34.0,15.0,7540.0
Puerto Rico,2020-03-31,239,2933408,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3377.0
Colorado,2020-03-02,0,5758736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,3.0,5.0,0.0,0.0,7.0,0.0,6742.0
Indiana,2020-01-28,0,6732219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7430.0
Guam,2020-03-17,3,164229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5425.0
Colorado,2020-02-24,0,5758736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,0.0,0.0,-7.0,3.0,8.0,0.0,7077.0
Alabama,2020-04-22,5593,4903185,196,69,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Alabama,-23.0,-3.0,13.0,-22.0,-40.0,15.0,7919.0
Washington,2020-05-07,16231,7614893,891,41,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Washington,-30.0,-2.0,80.0,-46.0,-50.0,17.0,6028.0
Missouri,2020-04-15,4791,6626371,153,118,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Missouri,-22.0,-2.0,9.0,-24.0,-44.0,14.0,6056.0
Texas,2020-05-02,30917,28995881,863,256,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Texas,-30.0,-5.0,-3.0,-32.0,-26.0,10.0,6204.0
Rhode Island,2020-04-28,7927,1059361,239,7,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Rhode Island,-32.0,-14.0,35.0,-61.0,-49.0,15.0,4372.0
Wyoming,2020-04-23,453,578759,7,25,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Wyoming,-30.0,-8.0,-2.0,-11.0,-36.0,15.0,4395.0
Kansas,2020-02-04,0,2913314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6266.0
Vermont,2020-03-15,5,623989,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Vermont,-8.0,14.0,10.0,-32.0,-8.0,3.0,8396.0
Illinois,2020-02-01,2,12671821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6670.0
New Jersey,2020-02-13,0,8882190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5691.0
North Carolina,2020-04-22,7495,10488084,265,102,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,North Carolina,-29.0,-8.0,22.0,-42.0,-44.0,16.0,7261.0
West Virginia,2020-02-17,0,1792147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia,5.0,-2.0,14.0,3.0,-15.0,4.0,7834.0
New Hampshire,2020-02-19,0,1359711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Hampshire,7.0,2.0,10.0,15.0,0.0,1.0,7810.0
Colorado,2020-03-12,45,5758736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Colorado,6.0,27.0,22.0,-8.0,-2.0,1.0,6434.0
Missouri,2020-03-09,1,6626371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,3.0,5.0,-8.0,-4.0,1.0,2.0,7272.0
Wyoming,2020-03-22,26,578759,0,25,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Wyoming,-38.0,-7.0,9.0,-11.0,-26.0,8.0,4368.0
Washington,2020-03-31,5432,7614893,225,41,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Washington,-42.0,-18.0,-1.0,-58.0,-58.0,23.0,5641.0
North Dakota,2020-01-25,0,762062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6148.0
Wisconsin,2020-04-07,2578,5822434,92,74,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Wisconsin,-42.0,-15.0,111.0,-23.0,-46.0,19.0,4917.0
Washington,2020-03-03,27,7614893,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Washington,6.0,11.0,23.0,-2.0,-1.0,1.0,7155.0
South Carolina,2020-04-13,3391,5148714,82,48,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,South Carolina,-36.0,-15.0,-23.0,-37.0,-45.0,16.0,6180.0
New York,2020-04-10,172348,26161672,11605,64,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New York,-65.0,-13.0,-53.0,-72.0,-66.0,32.0,3456.0
North Carolina,2020-03-19,136,10488084,0,102,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,North Carolina,-23.0,10.0,42.0,-28.0,-27.0,11.0,7884.0
North Dakota,2020-03-29,98,762062,1,55,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,North Dakota,-44.0,-13.0,73.0,-36.0,-24.0,9.0,4101.0
Hawaii,2020-04-29,613,1415872,16,7,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Hawaii,-49.0,-29.0,-58.0,-67.0,-47.0,22.0,5334.0
Florida,2020-04-18,25492,21477737,748,69,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Florida,-49.0,-25.0,-60.0,-62.0,-38.0,15.0,5124.0
Hawaii,2020-05-03,620,1415872,17,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Hawaii,-50.0,-23.0,-50.0,-72.0,-42.0,13.0,4290.0
Maine,2020-01-28,0,1344212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,9622.0
Washington,2020-03-08,122,7614893,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Washington,7.0,2.0,34.0,-5.0,-2.0,1.0,6716.0
Florida,2020-01-30,0,21477737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7529.0
Massachusetts,2020-04-05,12500,6892503,231,17,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Massachusetts,-53.0,-27.0,25.0,-68.0,-42.0,14.0,3302.0
California,2020-04-06,16019,39512223,380,60,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,California,-46.0,-23.0,-54.0,-60.0,-54.0,24.0,4961.0
New Jersey,2020-04-15,71030,8882190,3156,23,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New Jersey,-56.0,-20.0,-17.0,-67.0,-61.0,27.0,3746.0
Indiana,2020-03-03,0,6732219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana,14.0,11.0,35.0,9.0,2.0,-1.0,7077.0
Mississippi,2020-05-02,7441,2976149,291,84,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Mississippi,-16.0,8.0,28.0,-15.0,-22.0,6.0,8006.0
Puerto Rico,2020-04-25,1307,2933408,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2692.0
Maine,2020-02-13,0,1344212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8962.0
Hawaii,2020-05-07,629,1415872,17,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Hawaii,-47.0,-23.0,-54.0,-66.0,-43.0,20.0,5468.0
Vermont,2020-03-03,0,623989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vermont,16.0,10.0,29.0,13.0,-10.0,1.0,9317.0
Arkansas,2020-03-06,0,3017804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arkansas,13.0,8.0,73.0,6.0,3.0,-2.0,7923.0
Idaho,2020-03-18,9,1787065,0,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Idaho,-12.0,17.0,48.0,-6.0,-23.0,9.0,6155.0
Indiana,2020-02-11,0,6732219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7061.0
Puerto Rico,2020-03-08,0,2933408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5586.0
District of Columbia,2020-05-08,5899,705749,304,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,District of Columbia,-63.0,-27.0,-67.0,-74.0,-66.0,28.0,3999.0
Georgia,2020-04-06,7314,10617423,229,161,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Georgia,-40.0,-15.0,-3.0,-52.0,-50.0,19.0,6689.0
Massachusetts,2020-04-30,62205,6892503,3562,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Massachusetts,-47.0,-20.0,-23.0,-70.0,-58.0,26.0,4554.0
Idaho,2020-04-10,1354,1787065,24,46,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Idaho,-35.0,-3.0,86.0,-30.0,-46.0,16.0,4845.0
Maryland,2020-04-15,10032,6045680,311,26,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Maryland,-37.0,-18.0,2.0,-53.0,-55.0,24.0,5289.0
Oregon,2020-01-23,0,4217737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6308.0
California,2020-03-01,12,39512223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,5.0,3.0,-4.0,-1.0,1.0,0.0,5863.0
Kentucky,2020-04-30,4708,4467673,240,122,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Kentucky,-24.0,1.0,-1.0,-28.0,-44.0,17.0,6692.0
New Mexico,2020-04-01,327,2096829,5,35,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,New Mexico,-33.0,-5.0,-3.0,-24.0,-46.0,18.0,4783.0
North Carolina,2020-05-03,11770,10488084,434,102,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,North Carolina,-27.0,-3.0,39.0,-42.0,-30.0,7.0,6340.0
New Hampshire,2020-01-27,0,1359711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8552.0
Hawaii,2020-03-27,106,1415872,0,7,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Hawaii,-52.0,-32.0,-69.0,-66.0,-46.0,25.0,5212.0
Minnesota,2020-05-06,8579,5639632,485,89,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Minnesota,-27.0,0.0,119.0,-45.0,-46.0,18.0,6195.0
Missouri,2020-03-27,666,6626371,9,118,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Missouri,-37.0,-13.0,50.0,-30.0,-36.0,18.0,5986.0
New Hampshire,2020-03-31,357,1359711,3,12,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,New Hampshire,-39.0,-13.0,30.0,-41.0,-47.0,20.0,6329.0
Kansas,2020-01-28,0,2913314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6171.0
Kansas,2020-03-02,0,2913314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas,8.0,5.0,35.0,2.0,6.0,-2.0,5785.0
New Jersey,2020-04-10,54588,8882190,1932,23,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New Jersey,-62.0,-8.0,-43.0,-72.0,-68.0,33.0,3861.0
Indiana,2020-03-06,1,6732219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana,5.0,0.0,10.0,8.0,1.0,0.0,7315.0
Hawaii,2020-03-19,25,1415872,0,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Hawaii,-23.0,-2.0,-31.0,-31.0,-28.0,14.0,6150.0
South Dakota,2020-03-05,0,884659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Dakota,5.0,5.0,15.0,10.0,2.0,0.0,5811.0
Mississippi,2020-03-12,1,2976149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Mississippi,14.0,24.0,45.0,12.0,-10.0,0.0,11632.0
Northern Mariana Islands,2020-02-04,0,55144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3017.0
Guam,2020-04-24,141,164229,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7581.0
District of Columbia,2020-02-28,0,705749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,District of Columbia,3.0,-3.0,-5.0,3.0,1.0,-1.0,4794.0
Maryland,2020-02-08,0,6045680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7997.0
Maryland,2020-04-08,5529,6045680,124,26,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Maryland,-40.0,-20.0,34.0,-55.0,-57.0,24.0,5114.0
Georgia,2020-02-18,0,10617423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,-4.0,-5.0,-23.0,1.0,-5.0,3.0,9448.0
Idaho,2020-03-14,2,1787065,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Idaho,-6.0,26.0,-11.0,-2.0,-1.0,3.0,5923.0
Arizona,2020-04-27,6725,7278717,275,17,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Arizona,-31.0,-13.0,-19.0,-38.0,-45.0,16.0,7057.0
Mississippi,2020-05-07,8686,2976149,396,84,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Mississippi,-8.0,8.0,29.0,-9.0,-32.0,11.0,8658.0
Washington,2020-04-29,14070,7614893,801,41,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Washington,-33.0,-8.0,31.0,-50.0,-52.0,19.0,5831.0
Wisconsin,2020-02-28,0,5822434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wisconsin,5.0,0.0,7.0,8.0,2.0,0.0,7735.0
Oregon,2020-03-10,14,4217737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oregon,8.0,8.0,71.0,3.0,0.0,0.0,5639.0
Illinois,2020-02-15,2,12671821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,4.0,3.0,10.0,3.0,3.0,-1.0,7365.0
Connecticut,2020-04-12,12035,3565287,554,10,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Connecticut,-65.0,-50.0,25.0,-62.0,-45.0,13.0,3150.0
New York,2020-04-27,291996,26161672,22668,64,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New York,-59.0,-23.0,-37.0,-68.0,-58.0,25.0,3789.0
Missouri,2020-02-03,0,6626371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7780.0
Oregon,2020-02-05,0,4217737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5978.0
Kentucky,2020-04-09,1341,4467673,73,122,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Kentucky,-35.0,-3.0,21.0,-34.0,-48.0,18.0,5606.0
North Carolina,2020-04-27,9428,10488084,340,102,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,North Carolina,-25.0,-6.0,28.0,-42.0,-41.0,15.0,7167.0
Texas,2020-04-05,7209,28995881,136,256,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Texas,-48.0,-23.0,-47.0,-53.0,-39.0,14.0,4358.0
Virginia,2020-02-13,0,8535519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6998.0
Wisconsin,2020-04-21,4625,5822434,244,74,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Wisconsin,-39.0,-14.0,52.0,-31.0,-44.0,19.0,5820.0
Connecticut,2020-02-13,0,3565287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5983.0
Connecticut,2020-02-20,0,3565287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connecticut,2.0,-1.0,2.0,3.0,2.0,0.0,6338.0
New York,2020-02-06,0,26161672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4987.0
Vermont,2020-02-25,0,623989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vermont,4.0,0.0,4.0,4.0,-8.0,1.0,12116.0
Northern Mariana Islands,2020-05-01,14,55144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2679.0
American Samoa,2020-04-12,0,55641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0
Louisiana,2020-03-10,0,4648794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louisiana,11.0,12.0,20.0,5.0,1.0,0.0,7574.0
Virginia,2020-03-11,9,8535519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Virginia,7.0,9.0,40.0,0.0,-1.0,0.0,6632.0
Missouri,2020-05-03,8618,6626371,381,118,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Missouri,-23.0,1.0,48.0,-25.0,-26.0,6.0,5219.0
Georgia,2020-02-21,0,10617423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,2.0,-1.0,23.0,4.0,-3.0,0.0,9484.0
Virginia,2020-04-12,5274,8535519,141,135,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Virginia,-59.0,-29.0,-8.0,-59.0,-44.0,12.0,4194.0
New York,2020-04-25,282143,26161672,22009,64,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New York,-57.0,-15.0,45.0,-58.0,-41.0,14.0,3447.0
