,unnamed: 0,state,county,fips,date,cases,population,deaths,emergdec,schoolclose,barrestrict,gathrestrict25,gathrestrictany,otherbusinessclose,restaurantrestrict,gathrestrict10,caseisolation,stayathome,publicmask,quarantine,nebusinessclose,travelrestrictintra,gathrestrict50,gathrecomany,gathrestrict250,gathrestrict500,gathrestrict5,gathrestrict100,gathrestrict1000,gathrestrict3,travelrestrictexit,travelrestrictentry,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,recovered,active,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,cases_nom,deaths_nom,cases_pct3,cases_pct5,sir,knn,mdp,agg,sir_low,sir_high,sir_sample,knn_low,knn_high,knn_sample,mdp_low,mdp_high,mdp_sample,agg_low,agg_high,agg_sample
2072,207648,Massachusetts,Worcester,25027.0,2020-03-26,166,830622,3,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-42.0,-15.0,55.0,-44.0,-51.0,22.0,,,,,,,,,0.00019985023271716857,3.6117511936837692e-06,2.952380952380953,5.916666666666668,,,,,,,,,,,,,,,,
2073,210872,Massachusetts,Worcester,25027.0,2020-03-27,219,830622,3,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-44.0,-18.0,59.0,-47.0,-50.0,23.0,,,,,,,,,0.0002636578371389152,3.6117511936837692e-06,2.0,4.918918918918919,,,,,,,,,,,,,,,,
2074,214096,Massachusetts,Worcester,25027.0,2020-03-28,291,830622,5,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-48.0,-25.0,81.0,-52.0,-36.0,14.0,,,,,,,,,0.00035033986578732564,6.019585322806283e-06,1.255813953488372,5.928571428571429,,,,,,,,,,,,,,,,
2075,217320,Massachusetts,Worcester,25027.0,2020-03-29,337,830622,5,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-55.0,-36.0,-60.0,-66.0,-38.0,14.0,,,,,,,,,0.0004057200507571434,6.019585322806283e-06,1.0301204819277108,3.616438356164384,,,,,,,,,,,,,,,,
2076,220544,Massachusetts,Worcester,25027.0,2020-03-30,390,830622,5,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-44.0,-23.0,-24.0,-45.0,-52.0,21.0,,,,,,,,,0.00046952765517889006,6.019585322806283e-06,0.7808219178082192,2.0232558139534884,,,,,,,,,,,,,,,,
2077,223768,Massachusetts,Worcester,25027.0,2020-03-31,433,830622,7,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-40.0,-19.0,21.0,-41.0,-52.0,22.0,,,,,,,,,0.0005212960889550241,8.427419451928795e-06,0.4879725085910653,1.608433734939759,,,,,,,,,,,,,,,,
2078,226992,Massachusetts,Worcester,25027.0,2020-04-01,563,830622,9,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-40.0,-12.0,12.0,-43.0,-53.0,22.0,,,,,,,,,0.0006778053073479874,1.0835253581051311e-05,0.6706231454005935,1.5707762557077625,,,,,,,,,,,,,,,,
2079,230216,Massachusetts,Worcester,25027.0,2020-04-02,667,830622,13,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-43.0,-14.0,-20.0,-45.0,-53.0,24.0,,,,,,,,,0.0008030126820623581,1.5650921839296335e-05,0.7102564102564102,1.292096219931271,,,,,,,,,,,,,,,,
2080,233440,Massachusetts,Worcester,25027.0,2020-04-03,825,830622,14,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-49.0,-19.0,-51.0,-52.0,-54.0,27.0,,,,,,,,,0.0009932315782630366,1.685483890385759e-05,0.905311778290993,1.4480712166172105,,,,,,,,,,,,,,,,
2081,236664,Massachusetts,Worcester,25027.0,2020-04-04,915,830622,17,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-49.0,-22.0,40.0,-55.0,-38.0,15.0,,,,,,,,,0.0011015841140735495,2.046659009754136e-05,0.625222024866785,1.3461538461538465,,,,,,,,,,,,,,,,
